id,name,url,type,ingredients,imageURL,provider
11,pulihora recipe | chintapandu pulihora | andhra style tamarind rice,https://hebbarskitchen.com/pulihora-recipe-chintapandu-pulihora/,rice recipes,"['1 tsp mustard', '1 tsp urad dal', '½ tsp cumin / jeera', '1 tsp chana dal', '1 tsp coriander seeds', '¼ tsp methi / fenugreek', '1 tbsp sesame / til', '3 dried red chilli', '2 tbsp oil', '1 tsp mustard', '1 tsp urad dal', '1 tsp chana dal', '2 tbsp peanuts', '2 dried red chilli', 'pinch hing / asafoetida', 'few curry leaves', '2 chilli, slit', '1½ cup tamarind extract', '½ tsp turmeric', '1½ tsp salt', '1 tsp jaggery', '4 cup cooked rice']",https://hebbarskitchen.com/wp-content/uploads/2020/02/pulihora-recipe-chintapandu-pulihora-how-to-make-andhra-style-tamarind-rice-1-200x300.jpeg,Hebbar's Kitchen
12,dal dhokla recipe | chana dal dhokla | vati dal khaman dhokla | lentil dhokla,https://hebbarskitchen.com/dal-dhokla-recipe-lentil-dhokla-recipe/,snacks recipes,"['1 cup chana dal', '¼ cup rice', 'water, for soaking', '1 inch ginger', '2 chilli', '¼ cup curd', '¼ tsp turmeric', '½ tsp salt', '½ cup water', '½ tsp eno / fruit salt', '2 tbsp oil', '1 tsp mustard', '1 tsp cumin / jeera', '1 tsp sesame / til', 'pinch hing / asafoetida', '2 chilli, slit', 'few curry leaves', '¼ cup water', '1 tsp sugar', '¼ tsp salt', '1 tsp lemon juice', '2 tbsp coconut, grated', '2 tbsp coriander, finely chopped']",https://hebbarskitchen.com/wp-content/uploads/2020/02/dal-dhokla-recipe-chana-dal-dhokla-vati-dal-khaman-dhokla-lentil-dhokla-19-200x300.jpeg,Hebbar's Kitchen
13,shavige uppittu recipe | shavige bath recipe | shavige upma recipe,https://hebbarskitchen.com/shavige-uppittu-recipe-shavige-bath/,breakfast recipes,"['4 cup water', '1 tsp oil', '½ tsp salt', '2 cup (100 gram) rice vermicelli / akki shavige', '2 tbsp oil', '2 tbsp peanuts', '2 tbsp cashew / kaju', '1 tsp mustard', '1 tsp chana dal', '1 tsp urad dal', '1 dried red chilli, broken', 'few curry leaves', '1 inch ginger, finely chopped', '2 chilli, finely chopped', '1 onion, finely chopped', '¼ tsp turmeric', '½ tsp salt', '1 tbsp lemon juice', '2 tbsp coriander, finely chopped']",https://hebbarskitchen.com/wp-content/uploads/2020/02/shavige-uppittu-recipe-shavige-bath-recipe-shavige-upma-recipe-1-200x300.jpeg,Hebbar's Kitchen
14,lemon rice recipe | chitranna recipe | chitrannam recipe,https://hebbarskitchen.com/lemon-rice-recipe-chitranna-recipe/,rice recipes,"['2 tbsp oil', '2 tbsp peanut', '2 tbsp cashew', '1 tsp mustard', '1 tsp urad dal', '1 tsp chana dal', '1 dried red chilli', '1 inch ginger, finely chopped', '2 chilli, finely chopped', 'pinch hing / asafoetida', 'few curry leaves', '¼ tsp turmeric', '2 cup cooked rice', '½ tsp salt', '2 tbsp coriander, finely chopped', '2 tbsp lemon juice']",https://hebbarskitchen.com/wp-content/uploads/2020/01/lemon-rice-recipe-chitranna-recipe-chitrannam-recipe-1-200x300.jpeg,Hebbar's Kitchen
15,pudina rice recipe | mint rice | pudina pulao | mint pulao,https://hebbarskitchen.com/pudina-rice-recipe-mint-rice-mint-pulao/,rice recipes,"['handful mint / pudina', 'handful coriander', '3 cloves garlic', '1 inch ginger', '2 chilli', '¼ onion', '2 tbsp coconut, grated', '1 star anise', '2 pod cardamom', '5 cloves / lavang', '½ inch cinnamon', '½ tsp pepper', '2 tbsp ghee / clarified butter', '1 tsp cumin / jeera', '1 bay leaf / tej patta', '10 cashew / kaju', '1 onion, sliced', '1 tomato, chopped', '½ potato / aloo, cubed', '½ capsicum, cubed', '½ carrot, chopped', '2 tbsp peas / matar', '5 beans, chopped', '2 cup water', '1 tsp salt', '1 cup basmati rice, soaked 20 minutes']",https://hebbarskitchen.com/wp-content/uploads/2020/01/pudina-rice-recipe-mint-rice-pudina-pulao-mint-pulao-1-200x300.jpeg,Hebbar's Kitchen
16,fada ni khichdi recipe | daliya khichdi | broken wheat khichdi,https://hebbarskitchen.com/fada-ni-khichdi-recipe-daliya-khichdi/,breakfast recipes,"['½ cup fada / daliya / broken wheat', '¼ cup moong dal', 'water for soaking', '2 tbsp ghee / clarified butter', '1 tsp mustard', '1 tsp cumin / jeera', 'pinch hing / asafoetida', '1 dried red chilli', 'few curry leaves', '¼ tsp turmeric', '¾ tsp kashmiri red chilli powder', '½ tsp garam masala', '¾ tsp salt', '1 carrot, chopped', '½ potato, chopped', '2 tbsp peas / matar', '1 tomato, chopped', '½ tsp ginger paste', '3 cup water', '2 tbsp coriander, finely chopped']",https://hebbarskitchen.com/wp-content/uploads/2020/01/fada-ni-khichdi-recipe-daliya-khichdi-broken-wheat-khichdi-1-200x300.jpeg,Hebbar's Kitchen
17,vegetable uttapam recipe | veg uttapam | mixed veggie uttapa,https://hebbarskitchen.com/vegetable-uttapam-recipe-veg-uttapam/,dosa recipes,"['2 cup idli rice', '½ cup urad dal', '½ tsp methi / fenugreek', '1 cup poha / aval / flattened rice, thin', 'water, for soaking & grinding', '2 tsp salt', 'oil, for roasting', '1 onion, finely chopped', '1 carrot, grated', '½ capsicum, finely chopped', '1 to mato, finely chopped', '1 inch ginger, finely chopped', '1 chilli, finely chopped', 'few curry leaves, chopped', '2 tbsp coriander, finely chopped', '¼ tsp salt']",https://hebbarskitchen.com/wp-content/uploads/2020/01/vegetable-uttapam-recipe-veg-uttapam-mixed-veggie-uttapa-1-200x300.jpeg,Hebbar's Kitchen
18,methi dosa recipe | vendhaya dosa | menthya dosa | menthe dosa recipe,https://hebbarskitchen.com/methi-dosa-recipe-vendhaya-dosa/,dosa recipes,"['3 cup idli rice', '3 tbsp methi / fenugreek', 'water , for soaking and grinding', '2 tsp salt']",https://hebbarskitchen.com/wp-content/uploads/2019/12/methi-dosa-recipe-vendhaya-dosa-menthya-dosa-methi-dosa-recipe-1-200x300.jpeg,Hebbar's Kitchen
19,rava rotti recipe | sajjige rotti | sooji roti | semolina roti,https://hebbarskitchen.com/rava-rotti-recipe-sajjige-rotti/,breakfast recipes,"['1 cup rava / semolina / suji, coarse', '2 tbsp coconut, grated', '1 tsp cumin / jeera', '1 chilli, finely chopped', '1 inch ginger, finely chopped', 'few curry leaves, finely chopped', '2 tbsp coriander, finely chopped', '1 cup curd / yogurt', '¾ tsp salt', '¼ cup water', 'oil, for roasting']",https://hebbarskitchen.com/wp-content/uploads/2019/12/rava-rotti-recipe-sajjige-rotti-sooji-roti-semolina-roti-1-200x300.jpeg,Hebbar's Kitchen
20,eggless bread omelette recipe | vegetarian omelette | no egg omelette,https://hebbarskitchen.com/eggless-bread-omelette-recipe-vegetarian/,breakfast recipes,"['1 cup besan / gram flour', '¼ cup maida / plain flour', '¾ tsp baking powder', '¼ tsp turmeric', '½ tsp salt', '1¼ cup water', '2 tbsp onion, finely chopped', '1 chilli, finely chopped', '2 tbsp coriander, finely chopped', '¼ tsp kashmiri red chilli powder', '¼ tsp pepper powder', 'butter', 'coriander', '5 slices bread, white or brown']",https://hebbarskitchen.com/wp-content/uploads/2019/12/eggless-bread-omelette-recipe-vegetarian-omelette-no-egg-omelette-1-200x300.jpeg,Hebbar's Kitchen
21,ghee roast dosa recipe | dosa ghee roast | ney roast dosa recipe,https://hebbarskitchen.com/ghee-roast-dosa-recipe-dosa-ghee-roast/,dosa recipes,"['3 cup dosa rice / sona masuri rice', '½ tsp methi / fenugreek seeds', '1 cup urad dal', '2 cup puffed rice / churumuri / murmura, washed & squeezed', '1½ tsp salt', 'ghee / clarified butter, for roasting']",https://hebbarskitchen.com/wp-content/uploads/2019/11/ghee-roast-dosa-recipe-dosa-ghee-roast-ney-roast-dosa-recipe-15-200x300.jpeg,Hebbar's Kitchen
22,poha uttapam recipe | instant poha uttapa | poha pancake recipe,https://hebbarskitchen.com/poha-uttapam-recipe-instant-poha-uttapa/,dosa recipes,"['½ cup poha / aval / beaten rice, thick', '½ cup rava / semolina / suji, fine', '½ cup water', '½ cup curd / yogurt', '½ tsp salt', '½ onion, finely chopped', '5 beans, finely chopped', '½ carrot, finely chopped', '½ capsicum, finely chopped', '2 tbsp coriander, finely chopped', '¼ tsp salt', 'chilli flakes, for sprinkling', 'oil, for roasting']",https://hebbarskitchen.com/wp-content/uploads/2019/10/poha-uttapam-recipe-instant-poha-uttapa-poha-pancake-recipe-1-200x300.jpeg,Hebbar's Kitchen
23,tomato chitranna recipe | tomato rice recipe | tomoto chitranna,https://hebbarskitchen.com/tomato-chitranna-recipe-tomato-rice/,rice recipes,"['2 tbsp oil', '2 tbsp peanuts', '1 tsp mustard', '1 tsp urad dal', '1 tsp chana dal', '½ tsp cumin / jeera', 'pinch hing / asafoetida', 'few curry leaves', '1 onion, finely chopped', '1 inch ginger, finely chopped', '2 tomato, finely chopped', '¼ tsp turmeric', '¾ tsp chilli powder', '1 tsp salt', '2½ cup rice, leftover', '2 tbsp coconut, grated', '2 tbsp coriander, finely chopped']",https://hebbarskitchen.com/wp-content/uploads/2019/10/tomato-chitranna-recipe-tomato-rice-recipe-tomoto-chitranna-1-200x300.jpeg,Hebbar's Kitchen
24,bread paratha recipe | bread chilla recipe | how to make bread parantha,https://hebbarskitchen.com/bread-paratha-recipe-bread-chilla-recipe/,paratha recipes,"['2 pav / 5 slice bread, white or brown', '½ cup rava / semolina / suji, coarse', '¼ cup curd', '1 cup water', '1 tbsp rice flour', '¼ tsp turmeric', '½ tsp salt', '½ carrot, finely chopped', '¼ capsicum, finely chopped', '4 beans, finely chopped', '2 tbsp sweet corn', '½ tomato, finely chopped', '1 chilli, finely chopped', '2 tbsp coriander, finely chopped', 'oil, for roasting']",https://hebbarskitchen.com/wp-content/uploads/2019/10/bread-paratha-recipe-bread-chilla-recipe-how-to-make-bread-parantha-1-200x300.jpeg,Hebbar's Kitchen
25,set dosa recipe | sponge dosa | how to make set dose recipe,https://hebbarskitchen.com/set-dosa-recipe-sponge-dosa/,dosa recipes,"['2 cup idli rice', '½ cup urad dal', '½ tsp methi / fenugreek', '1 cup poha / aval / flattened rice, thin', 'water, for soaking & grinding', '2 tsp salt', 'oil, for roasting']",https://hebbarskitchen.com/wp-content/uploads/2019/10/set-dosa-recipe-sponge-dosa-how-to-make-set-dose-recipe-1-200x300.jpeg,Hebbar's Kitchen
26,sabudana chilla recipe | sabudana aloo cheela | sago chilla navratri special,https://hebbarskitchen.com/sabudana-chilla-recipe-sabudana-aloo/,vrat recipes,"['1 cup sabudana / sago', '¾ cup water, for soaking', '1 potato / aloo, boiled & grated', '1 tsp cumin / jeera', '1 chilli, finely chopped', '½ tsp ginger paste', '½ tsp pepper powder', '2 tbsp curry leaves, chopped', '¼ kuttu atta / buckwheat flour', '¾ tsp salt', '1 cup water', 'oil for roasting']",https://hebbarskitchen.com/wp-content/uploads/2019/10/sabudana-chilla-recipe-sabudana-aloo-cheela-sago-chilla-navratri-special-1-200x300.jpeg,Hebbar's Kitchen
27,hariyali sabudana khichdi recipe | green sabudana khichdi | sago khichdi,https://hebbarskitchen.com/hariyali-sabudana-khichdi-recipe-green/,vrat recipes,"['1 cup sabudana / sago', '¾ cup water', 'handful coriander', '1 inch ginger', '1 chilli', '¼ cup peanuts', '1 tsp sugar', '1 tsp salt', '½ tbsp ghee / clarified butter', '2 tbsp peanuts', '1 tsp cumin / jeera', 'few curry leaves', '½ potato / aloo, boiled & cubed', '2 tsp lemon juice', '2 tbsp coriander, finely chopped']",https://hebbarskitchen.com/wp-content/uploads/2019/10/hariyali-sabudana-khichdi-recipe-green-sabudana-khichdi-spicy-sago-khichdi-2-200x300.jpeg,Hebbar's Kitchen
28,khara bath recipe | masala bhath recipe | rava masala bath,https://hebbarskitchen.com/khara-bath-recipe-masala-bhath-recipe/,breakfast recipes,"['½ cup rava / semolina / suji, coarse', '2 tbsp ghee / clarified butter', '1 tsp mustard', '1 tsp urad dal', '1 tsp chana dal', '10 cashew / kaju, halves', 'few curry leaves', '½ onion, finely chopped', '1 inch ginger, finely chopped', '1 chilli, slit', '1 tomato, chopped', '¼ capsicum, chopped', '3 beans, chopped', '½ carrot, chopped', '2 tbsp peas / matar', '1 tsp salt', '¼ tsp turmeric powder', '1 tsp vangi bath masala powder', '1½ cup water', '2 tbsp coconut, grated', '2 tbsp coriander, finely chopped', '1 tsp lemon juice']",https://hebbarskitchen.com/wp-content/uploads/2019/09/khara-bath-recipe-masala-bhath-recipe-rava-masala-bath-1-200x300.jpeg,Hebbar's Kitchen
29,gluten free bread recipe | yeast free bread | besan & buckwheat bread,https://hebbarskitchen.com/gluten-free-bread-recipe-besan-bread/,bakery recipes,"['1.25 cup (315 ml) water', '1 tbsp (15 ml) vinegar', '1 cup (125 gram) besan / chickpea flour', '1 cup (160 grams) rice flour', '¼ cup (35 grams) kuttu atta / buckwheat flour', '¼ cup (25 grams) oat powder', '3 tbsp (25 grams) sabudana atta / tapioca flour', '1 tbsp baking powder', '¼ tsp baking soda', '¼ tsp salt']",https://hebbarskitchen.com/wp-content/uploads/2019/08/gluten-free-bread-recipe-besan-bread-yeast-free-bread-buckwheat-bread-1-200x300.jpeg,Hebbar's Kitchen
30,raisin bread recipe | sultana bread recipe | cinnamon raisin bread,https://hebbarskitchen.com/raisin-bread-recipe-sultana-bread-recipe/,bakery recipes,"['260 ml milk', '1 tsp salt', '3 tbsp (15 grams) sugar', '2½ tbsp (30 grams) oil', '400 grams maida / plain flour', '1 tbsp (7 grams) milk powder', '½ tsp cinnamon powder', '1½ tsp (5 grams) dry yeast', '½ cup (95 grams) raisins / kishmish']",https://hebbarskitchen.com/wp-content/uploads/2019/07/raisin-bread-recipe-sultana-bread-recipe-cinnamon-raisin-bread-1-200x300.jpeg,Hebbar's Kitchen
31,bonda soup recipe | urad dal fritters in a moong dal soup,https://hebbarskitchen.com/bonda-soup-recipe/,soup recipes,"['1 cup urad dal', '1 chilli, finely chopped', '1 inch ginger, finely chopped', 'few curry leaves, chopped', '2 tbsp coriander, finely chopped', '½ tsp pepper, crushed', '2 tbsp dry coconut, chopped', '¾ tsp salt', 'oil for frying', '¾ cup moong dal', '1 tbsp ginger, finely chopped', '3 chilli, slit', '1 tomato, finely chopped', '¼ tsp turmeric', '1 tsp oil', '½ tsp salt', '2½ cup water', '3 tsp oil', '1 tsp mustard', '1 tsp cumin / jeera', 'pinch hing / asafoetida', 'few curry leaves', '3 cup water', '½ tsp salt', '2 tbsp coconut, grated', '2 tbsp coriander, chopped', '1 tbsp lemon juice', '2 tbsp onion, finely chopped', '1 tbsp coriander, finely chopped']",https://hebbarskitchen.com/wp-content/uploads/2019/07/bonda-soup-recipe-urad-dal-fritters-in-a-moong-dal-soup-1-200x300.jpeg,Hebbar's Kitchen
32,masala poori recipe | tikhat poori | tikhi puri | masaledar poori,https://hebbarskitchen.com/masala-poori-recipe-tikhat-poori-tikhi/,breakfast recipes,"['2 cup wheat flour / atta', '2 tbsp rava / semolina / suji, fine', '½ tsp kashmiri red chilli powder', '¼ tsp turmeric', '½ tsp coriander powder', '¼ tsp cumin powder', '½ tsp garam masala', '½ tsp aamchur', '¼ tsp ajwain / carom seeds', 'pinch hing / asafoetida', '½ tsp salt', '2 tsp oil', '¾ cup water, to knead', 'oil for frying']",https://hebbarskitchen.com/wp-content/uploads/2019/07/masala-poori-recipe-tikhat-poori-tikhi-puri-masaledar-poori-1-200x300.jpeg,Hebbar's Kitchen
33,bonda recipe | urad dal bonda | ulundu bonda | urad dal vada,https://hebbarskitchen.com/bonda-recipe-urad-dal-bonda-ulundu-bonda/,snacks recipes,"['1 cup urad dal', '1 chilli, finely chopped', '1 inch ginger, finely chopped', 'few curry leaves, chopped', '2 tbsp coriander, finely chopped', '½ tsp pepper, crushed', '2 tbsp dry coconut, chopped', '¾ tsp salt', 'oil for frying']",https://hebbarskitchen.com/wp-content/uploads/2019/07/bonda-recipe-urad-dal-bonda-ulundu-bonda-urad-dal-vada-1-200x300.jpeg,Hebbar's Kitchen
34,rice bath recipe | karnataka style vegetable rice bath | rice bhath recipe,https://hebbarskitchen.com/rice-bath-recipe-karnataka-style/,pulao recipes,"['2 tsp oil', '1 inch ginger', '4 clove garlic', '2 chilli', '1 tsp coriander seeds', '1 tsp fennel / saunf', '1 inch cinnamon', '1 pod cardamom', '4 cloves / lavang', '3 tbsp coriander, chopped', '2 tbsp mint / pudina, chopped', '¼ cup coconut, grated', '¼ cup water', '1 tbsp ghee / clarified butter', '2 tsp oil', '1 tsp cumin / jeera', '1 bay leaf', '1 inch cinnamon', '2 pods cardamom', '4 cloves / lavang', '1 onion, finely chopped', '1 tomato, finely chopped', '1 carrot, chopped', '½ potato / aloo, cubed', '5 beans, chopped', '3 tbsp peas / matar', '2 tbsp coriander, chopped', '2 tbsp mint / pudina, chopped', '1 tsp salt', '1 cup sona masuri rice, soaked 20 minutes', '2 cup water', '1 tsp lemon juice']",https://hebbarskitchen.com/wp-content/uploads/2019/07/rice-bath-recipe-karnataka-style-vegetable-rice-bath-rice-bhath-recipe-1-200x300.jpeg,Hebbar's Kitchen
35,masala paratha recipe | spicy paratha | how to make masala parantha,https://hebbarskitchen.com/masala-paratha-recipe-masala-parantha/,paratha recipes,"['2½ cup wheat flour / atta', '¾ tsp kashmiri red chilli powder', '½ tsp garam masala', '¼ tsp turmeric', '¼ tsp cumin powder', '½ tsp aamchur / dry mango powder', '1 tbsp kasuri methi, crushed', '¼ tsp ajwain / carom seeds', '½ tsp ginger paste', '1 tsp ghee / clarified butter', '1 tsp salt', '1 cup hot water', '3 tbsp ghee / clarified butter', '1 tsp garam masala', '¼ cup wheat flour / atta, for dusting', 'oil for roasting']",https://hebbarskitchen.com/wp-content/uploads/2019/06/masala-paratha-recipe-spicy-paratha-how-to-make-masala-parantha-1-200x300.jpeg,Hebbar's Kitchen
36,ragi idiyappam recipe | ragi shavige | ragi nool puttu,https://hebbarskitchen.com/ragi-idiyappam-recipe-ragi-shavige/,breakfast recipes,"['1 cup ragi flour / finger millet flour', '¼ cup rice flour', '1¾ cup water', '1 tsp oil', '1 tsp salt']",https://hebbarskitchen.com/wp-content/uploads/2019/06/ragi-idiyappam-recipe-ragi-shavige-ragi-nool-puttu-2-200x300.jpeg,Hebbar's Kitchen
37,susla recipe | puffed rice upma | mandakki or churumuri susla | uggani,https://hebbarskitchen.com/susla-recipe-puffed-rice-upma-mandakki/,indian street food,"['3 cup puffed rice / churumuri / murmura', '3 cup water', '2 tbsp oil', '2 tbsp peanuts', '¾ tsp mustard', '1 tsp cumin / jeera', 'pinch hing / asafoetida', 'few curry leaves', '1 onion, finely chopped', '2 chilli, finely chopped', '½ tsp turmeric', '1 tsp sugar', '¾ tsp salt', '¼ cup putani powder / roasted gram dal powder', '1 tbsp lemon juice', '2 tbsp coriander, finely chopped']",https://hebbarskitchen.com/wp-content/uploads/2019/06/susla-recipe-puffed-rice-upma-mandakki-or-churumuri-susla-uggani-1-200x300.jpeg,Hebbar's Kitchen
38,vegetable idli recipe | veg idli | instant veg rava idli,https://hebbarskitchen.com/vegetable-idli-recipe-veg-idli-instant/,idli recipes,"['3 tsp oil', '1 tsp mustard', '1 tsp chana dal', '½ tsp cumin / jeera', '1 tsp urad dal', 'pinch hing / asafoetida', 'few curry leaves', '2 chilli, finely chopped', '1 inch ginger, finely chopped', '5 cashew / kaju, chopped', '½ carrot, finely chopped', '½ capsicum, finely chopped', '2 tbsp sweet corn', '5 beans, chopped', '2 tbsp peas / matar', '¼ tsp turmeric', '1 tsp salt', '1 cup rava / semolina / suji, coarse', '¾ cup curd / yogurt', '½ cup water', '2 tbsp coriander, chopped', '½ tsp eno fruit salt', 'oil for greasing']",https://hebbarskitchen.com/wp-content/uploads/2019/06/vegetable-idli-recipe-veg-idli-instant-veg-rava-idli-1-200x300.jpeg,Hebbar's Kitchen
39,uttapam recipe | mixed veg uttapam recipe | uttapam batter recipe,https://hebbarskitchen.com/uttapam-recipe-onion-uttappa-recipe/,dosa recipes,"['2 onion, finely chopped', '2 chilli, finely chopped', '1 inch ginger, finely chopped', 'few curry leaves, finely chopped', '2 tbsp coriander, finely chopped', '½ tsp salt', '3 cup dosa rice / sona masuri rice', '½ tsp methi / fenugreek seeds', '1 cup urad dal', '2 cup puffed rice / churumuri / murmura, washed & squeezed', '1½ tsp salt', 'oil for roasting']",https://hebbarskitchen.com/wp-content/uploads/2019/06/uttapam-recipe-onion-uttapam-uthappam-recipe-masala-uttapam-1-200x300.jpeg,Hebbar's Kitchen
