id,name,url,type,ingredients,imageURL,provider
11,Moong Dal Idli Recipe | High Protein Green Gram Idli,https://hebbarskitchen.com/moong-dal-idli-recipe-green-gram-idli/,,"['1 cup moong dal', '2 tbsp oil', '1 tsp mustard', '½ tsp chana dal', '½ tsp urad dal', '1 tsp cumin', 'pinch hing', 'few curry leaves', '1 inch ginger, finely chopped', '3 chilli, finely chopped', '2 tbsp carrot, grated', '¼ tsp turmeric', '1 cup rava, coarse', '1 cup curd', '1 tsp salt', '2 tbsp coriander, finely chopped', '1 tsp eno fruit salt', 'cashew, for garnishing']",https://hebbarskitchen.com/wp-content/uploads/2024/11/Moong-Dal-Idli-Recipe-High-Protein-Green-Gram-Idli-2-200x300.jpeg,HebbarsKitchen
12,Rava Idli Recipe | Instant Suji Idli in 15 Mins,https://hebbarskitchen.com/rava-idli-recipe-instant-semolina-idli/,,"['2 tbsp ghee', '10 cashew, halves', '1 tsp mustard', '½ tsp urad dal', '½ tsp chana dal', '½ tsp cumin', 'few curry leaves', 'pinch hing', '2 chilli, finely chopped', '1 inch ginger, grated', '1 cup rava, coarse', '1 cup curd', '½ tsp salt', '½ cup water', '2 tbsp coriander, chopped', '½ tsp eno fruit salt']",https://hebbarskitchen.com/wp-content/uploads/2024/01/Rava-Idli-Recipe-How-to-Make-Suji-Idli-Instant-Semolina-Idli-1-200x300.jpeg,HebbarsKitchen
13,ragi idli recipe | instant raagi idli recipe | finger millet idlli recipe,https://hebbarskitchen.com/ragi-idli-recipe-instant-raagi-idli/,,"['2 tbsp oil', '1 tsp mustard', '1 tsp chana dal', '1 tsp urad dal', '1 tsp cumin', 'pinch hing', '2 tbsp cashew, chopped', '2 tbsp carrot, grated', '2 chilli, chopped', '1 tsp ginger paste', 'few curry leaves', '1 cup rava, coarse', '1 cup ragi flour', '1 tsp salt', '1 cup curd', '2 tbsp coriander, chopped', '1 cup water', '1 tsp eno fruit salt']",https://hebbarskitchen.com/wp-content/uploads/2023/10/Ragi-Idli-Recipe-Instant-Finger-Millet-Idli-Diabetic-Recipe-1-200x300.jpeg,HebbarsKitchen
14,puttu recipe | puttu with puttu maker | how to make kerala puttu recipe,https://hebbarskitchen.com/kerala-puttu-recipe-puttu-maker/,,"['2 cup puttu flour', '¼ tsp salt', '¾-1 cup water, as required', '1 cup coconut, grated']",https://hebbarskitchen.com/wp-content/uploads/2023/08/Puttu-Recipe-How-to-Make-Kerala-Puttu-with-Tips-Tricks-1-200x300.jpeg,HebbarsKitchen
15,"Instant Idli Recipe with Rice Flour 10 Mins - No Soaking, Grinding",https://hebbarskitchen.com/instant-idli-recipe-no-urad-dal-rice/,,"['1½ cup rice flour, fine', '½ cup rava / semolina / suji, coarse', '½ tsp salt', '1 cup curd', '1 cup water', '½ tsp eno fruit salt']",https://hebbarskitchen.com/wp-content/uploads/2023/07/Instant-Idli-Recipe-No-Urad-Dal-Rice-Flour-Idli-in-10-Mins-8-200x300.jpeg,HebbarsKitchen
16,Spot Idli Recipe | Hyderabadi Instant Spicy Idli On Tawa,https://hebbarskitchen.com/hyderabadi-instant-spot-idli-recipe/,,"['2 tsp oil', '¾ cup chana dal', '1 cup urad dal', '¼ cup sesame seeds', '1 tsp oil', '20 dried red chilli', 'handful curry leaves', 'lemon sized tamarind', '2 tsp jaggery', '1½ tsp salt', '1 tsp turmeric', '1 tbsp oil', '2 tbsp onion, finely chopped', '½ tsp ginger, finely chopped', '1 chilli, finely chopped', '1 tsp coriander, finely chopped', '2 tbsp tomato, chopped', '1 tsp curry leaves, chopped', '2 tsp milagai podi', '1 tsp butter', '1 bowl idli batter', 'butter, for roasting']",https://hebbarskitchen.com/wp-content/uploads/2023/01/Spot-Idli-Recipe-Hyderabadi-Instant-Spicy-Idli-On-Tawa-2-200x300.jpeg,HebbarsKitchen
17,Instant Idli Mix Recipe | Idli Mix Powder | Soft Idli Premix - 10 Minutes,https://hebbarskitchen.com/instant-idli-mix-recipe/,,"['1 cup urad dal', '½ cup poha / avalakki, thin', '2 cup rice flour, thin', '1 tsp salt', '¾ tsp baking soda', '2 cup instant idli mix', '1 cup curd', 'water, as required']",https://hebbarskitchen.com/wp-content/uploads/2022/08/Instant-Idli-Mix-Recipe-Idli-Mix-Powder-Soft-Idli-Premix-1-200x300.jpeg,HebbarsKitchen
18,Thatte idli recipe | Tatte idli or Plate idli | How to make Thatte Idli,https://hebbarskitchen.com/thatte-idli-recipe-tatte-idli-plate-idli/,,"['2 cup idli rice / dosa rice / sona masuri rice', '1 cup urad dal', '¾ cup thin poha / avalakki / aval', 'oil for greasing']",https://hebbarskitchen.com/wp-content/uploads/mainPhotos/thatte-idli-recipe-tatte-idli-or-plate-idli-how-to-make-thatte-idli-1-225x300.jpeg,HebbarsKitchen
19,Idli Dosa Batter Recipe | 2 in 1 Multipurpose Batter For Morning Breakfast,https://hebbarskitchen.com/idli-dosa-batter-recipe/,,"['2 cup idli rice', '1 cup urad dal', '1 cup poha, thick', '¼ tsp methi', 'water, for soaking and grinding', 'salt', 'oil, for roasting']",https://hebbarskitchen.com/wp-content/uploads/2022/05/Idli-Dosa-Batter-Recipe-2-in-1-Multipurpose-Batter-For-Morning-Breakfast-1-200x300.jpeg,HebbarsKitchen
20,Murmura ka Nastha Recipe - 3 Healthy Ways | Bhel Breakfast Snack Meal,https://hebbarskitchen.com/murmura-ka-nastha-recipe-3-ways/,,"['3 cup murmura', '1 cup rava, coarse', '1 cup curd', '1 tsp salt', '2 tbsp oil', '1 tsp mustard', '1 tsp cumin', '1 tsp chana dal', '½ onion, finely chopped', '2 chilli, finely chopped', '1 carrot, finely chopped', '3 tbsp sweet corn', '2 tbsp capsicum, finely chopped', '2 tbsp coriander, finely chopped', '1 tsp eno fruit salt', 'water, as required']",https://hebbarskitchen.com/wp-content/uploads/2022/04/Murmura-ka-Nastha-Recipe-3-Healthy-Ways-Bhel-Breakfast-Snack-Meal-2-200x300.jpeg,HebbarsKitchen
21,Tamarind Chutney Recipe | Imli Chutney | Tamarind Dates Chutney,https://hebbarskitchen.com/imli-chutney-tamarind-chutney-recipe/,,"['½ cup seedless tamarind / imli', '½ cup seedless dates / khajoor', '2 cups water, for thinner consistency add 3 cups water', '½ cup jaggery /gud', '½ tsp fennel powder / saunf powder', '1 tsp coriander powder / dhaniya powder', '½ tsp cumin powder / jeera powder', '1 tsp kashmiri red chili powder / lal mirch powder', '½ tsp dry ginger powder / sonth- saunth powder', 'salt to taste']",https://hebbarskitchen.com/wp-content/uploads/mainPhotos/tamarind-chutney-recipe-imli-chutney-sweet-tamarind-dates-chutney-1-225x300.jpeg,HebbarsKitchen
22,Idli Chutney Recipe | Hotel Style Idli Chatni,https://hebbarskitchen.com/idli-chutney-recipe-hotel-style/,,"['2 tbsp oil', '¾ cup peanut, roasted', '¼ cup putani / roasted gram dal', '5 chilli', '2 tbsp pudina / mint', '1 inch ginger', '1 cup coconut, grated', 'small piece tamarind', '½ tsp salt', 'water, for grinding', '½ cup coriander', '2 tbsp oil', '1 tsp mustard', '½ tsp urad dal', '3 dried red chilli', 'pinch hing', 'few curry leaves']",https://hebbarskitchen.com/wp-content/uploads/2024/06/Idli-Chutney-Recipe-Hotel-Style-Idli-Chatni-2-200x300.jpeg,HebbarsKitchen
23,Flax Seeds Idli Podi Recipe | Flax Seed Chutney Powder,https://hebbarskitchen.com/flax-seeds-idli-podi-recipe/,,"['4 tsp oil', '1 cup flaxseeds', '¼ cup urad dal', '¼ cup chana dal', '2 tbsp coriander seeds', '1 tbsp cumin seeds', '2 tbsp sesame', '8 cloves garlic', 'small ball sized tamarind', '15 dried red chilli', '2 tbsp curry leaves', '2 tbsp dry coconut, grated', 'pinch hing', 'small piece jaggery', '¾ tbsp salt']",https://hebbarskitchen.com/wp-content/uploads/2024/05/Flax-Seeds-Idli-Podi-Recipe-Flax-Seed-Chutney-Powder-1-200x300.jpeg,HebbarsKitchen
24,Garlic Podi Recipe | Andhra Style Poondu Podi,https://hebbarskitchen.com/garlic-podi-recipe-andhra-style-poondu/,,"['5 tsp oil', '1 cup garlic, crushed', '½ cup chana dal', '½ cup urad dal', '2 tbsp toor dal', '2 tbsp sesame', '1 tbsp cumin', '1 tbsp coriander seeds', '1 cup dry coconut, sliced', '10 dried red chilli', 'small piece tamarind', '1 tbsp salt', 'small piece jaggery']",https://hebbarskitchen.com/wp-content/uploads/2024/03/Garlic-Podi-Recipe-Andhra-Style-Poondu-Podi-2-200x300.jpeg,HebbarsKitchen
25,Palakura Pachadi Recipe | Andhra Style Spinach Chutney,https://hebbarskitchen.com/palakura-pachadi-recipe-andhra-style/,,"['1 bunch palak / spinach', '2 onion, chopped', '2 tomato, chopped', '10 cloves garlic', '½ cup oil', '1 tsp mustard', '1 tsp cumin', '1 tsp urad dal', '1 tsp chana dal', '3 dried red chilli', 'few curry leaves', '2 tsp chilli powder', '½ tsp turmeric', '1 tsp coriander powder', '1 tsp salt']",https://hebbarskitchen.com/wp-content/uploads/2024/02/Palakura-Pachadi-Recipe-Andhra-Style-Spinach-Chutney-1-200x300.jpeg,HebbarsKitchen
26,"Bombay Chutney Recipe | Besan Chutney for Poori, Idli, Dosa",https://hebbarskitchen.com/bombay-chutney-recipe-besan-chutney/,,"['3 tbsp besan', '½ cup water', '2 tbsp oil', '1 tsp mustard', '½ tsp chana dal', '½ tsp urad dal', '½ tsp cumin', '2 dried red chilli', 'few curry leaves', 'pinch hing', '2 onion, sliced', '1 inch ginger, chopped', '4 chilli, slit', '1 tsp salt', '¼ tsp turmeric', '1 tomato, cubed', '2 tbsp coriander, chopped', '2 tbsp lemon juice']",https://hebbarskitchen.com/wp-content/uploads/2024/02/Bombay-Chutney-Recipe-Besan-Chutney-for-Poori-Idli-Dosa-2-200x300.jpeg,HebbarsKitchen
27,Red Chutney Recipe For Chaat | Red Chilli Garlic Chutney,https://hebbarskitchen.com/red-chutney-recipe-chilli-garlic-chutney/,,"['20 dried red chilli', 'hot water, for soaking', '½ cup garlic', '1 tsp cumin powder', '2 tsp sugar', '¾ tsp salt', '2 tbsp lemon juice']",https://hebbarskitchen.com/wp-content/uploads/2024/02/Red-Chutney-Recipe-For-Chaat-Red-chilli-garlic-chutney-2-200x300.jpeg,HebbarsKitchen
28,Pottukadalai Chutney Recipe | Putani Chutney - Hotel Style,https://hebbarskitchen.com/pottukadalai-chutney-recipe/,,"['2 tsp oil', '½ tbsp chana dal', '½ tbsp urad dal', '2 cloves garlic', '3 dried red chilli', '½ cup roasted gram dal / putani', '¼ cup coconut, grated', 'small piece tamarind', '½ tsp salt', '1 cup water', '2 tsp oil', '1 tsp mustard', '½ tsp urad dal', '¼ tsp hing', '1 dried red chilli', 'few curry leaves']",https://hebbarskitchen.com/wp-content/uploads/2023/12/Pottukadalai-Chutney-Recipe-Udacha-Kadalai-Chutney-2-200x300.jpeg,HebbarsKitchen
29,Peanut Chutney Recipe 2 Ways | Shenga Chutney,https://hebbarskitchen.com/peanut-chutney-recipe-groundnut-chutney/,,"['2 tsp oil', '2 shallots onion, sliced', '1 garlic', '½ cup roasted peanuts', 'few coriander', 'few mint', '4 chilli', 'small tamarind', '½ tsp salt', '½ cup water', '2 tsp oil', '2 tbsp urad dal', '2 tbsp chana dal', '3 dried red chilli', '½ cup roasted peanuts', '2 tomato, sliced', '½ tsp salt', '½ cup water', '2 tsp oil', '1 tsp mustard', '½ tsp urad dal', '1 dried red chilli, broken', 'few curry leaves']",https://hebbarskitchen.com/wp-content/uploads/2023/11/Peanut-Chutney-Recipe-2-Ways-Shenga-Chutney-2-200x300.jpeg,HebbarsKitchen
30,Schezwan Chutney Recipe | Szechuan Sauce - Tips & Tricks,https://hebbarskitchen.com/schezwan-sauce-recipe-schezwan-chutney/,,"['50 grams kashmiri red chilli', '50 grams spicy dried red chilli', 'water, for soaking', '½ cup oil', '1 cup garlic, finely chopped', '½ cup ginger, finely chopped', '3 tbsp tomato sauce', '2 tbsp sugar', '2 tbsp vinegar', '2 tsp soy sauce', '½ tsp pepper powder', '1 tsp salt']",https://hebbarskitchen.com/wp-content/uploads/2023/09/Schezwan-Chutney-Recipe-Street-Style-Szechuan-Sauce-Tips-Tricks-2-200x300.jpeg,HebbarsKitchen
31,Aloo Cheese Toast Sandwich | Potato Cheese Toast Sandwich,https://hebbarskitchen.com/aloo-cheese-toast-sandwich-recipe-potato/,,"['2 tbsp oil', '1 tsp cumin', '½ tsp mustard', 'pinch hing', 'few curry leaves', '2 chilli, finely chopped', '½ inch ginger, grated', '½ onion, finely chopped', '½ turmeric', '1 tsp chilli powder', '½ capsicum, finely chopped', '3 tbsp peas', '3 boiled potato, mashed', '½ tsp chaat masala', '½ tsp cumin powder', '2 tbsp coriander, chopped', 'bread', 'butter', 'green chutney', 'cheese', 'tomato sauce']",https://hebbarskitchen.com/wp-content/uploads/2024/07/Aloo-Cheese-Toast-Sandwich-Recipe-Potato-Cheese-Toast-Sandwich-1-200x300.jpeg,HebbarsKitchen
32,Pizza Sandwich Recipe | Grilled Veg Pizza Sandwiches,https://hebbarskitchen.com/grilled-veg-pizza-sandwich-recipe/,,"['¼ cup paneer, cubed', '2 tbsp onion, chopped', '2 tbsp tomato, chopped', '2 tbsp sweet corn', '2 tbsp capsicum, chopped', '2 tbsp pizza sauce', '2 tbsp eggless mayonnaise', '½ cup cheese, grated', '½ tsp mixed herbs', '½ tsp chilli flakes', 'bread slices', 'butter, for spreading']",https://hebbarskitchen.com/wp-content/uploads/2024/03/Pizza-Sandwich-Recipe-Grilled-Veg-Pizza-Sandwiches-1-200x300.jpeg,HebbarsKitchen
33,Masala Pav Recipe | Mumbai Street Style Bhaji Pav Masala,https://hebbarskitchen.com/masala-pav-recipe-bhaji-masala-pav/,,"['1 tbsp butter', '1 tsp kasuri methi', '3 clove garlic, finely chopped', '½ tsp ginger paste', '1 onion, finely chopped', '½ capsicum, finely chopped', '¼ tsp turmeric', '½ tsp chilli powder', '2 tbsp pav bhaji masala', '½ tsp salt', '2 tomato, finely chopped', '2 tsp lemon juice', '2 tbsp coriander, finely chopped', '1 tsp butter', '1 tsp coriander, finely chopped', '¼ tsp pav bhaji masala', '6 slice pav', 'onion, finely chopped']",https://hebbarskitchen.com/wp-content/uploads/2021/03/masala-pav-recipe-bhaji-masala-pav-mumbai-street-style-pav-masala-2-200x300.jpeg,HebbarsKitchen
34,Veg Grill Sandwich Recipe | Cheese Vegetable Sandwich On Tawa,https://hebbarskitchen.com/veg-grill-sandwich-recipe/,,"['2 tbsp carrot, chopped', '2 tbsp sweet corn', '2 tbsp capsicum, chopped', '2 tbsp tomato, chopped', '2 tbsp paneer, chopped', '2 tbsp boiled potato, chopped', '1 tsp schezwan chutney', '½ tsp salt', '½ tsp mixed herbs', '3 tbsp cheese, grated', 'bread slices', 'butter, for toasting', 'schezwan chutney, for spreading']",https://hebbarskitchen.com/wp-content/uploads/2023/10/Veg-Grill-Sandwich-Recipe-Cheese-Vegetable-Sandwich-On-Tawa-1-200x300.jpeg,HebbarsKitchen
35,Chilli Cheese Sandwich Recipe 2 Ways - Toast & Grill Street Style,https://hebbarskitchen.com/grilled-chilli-cheese-sandwich-recipe/,,"['2 tbsp butter', '3 chilli, finely chopped', '5 garlic, finely chopped', '½ tsp mixed herbs', '2 tbsp coriander, finely chopped', 'bread', 'chilli flakes', 'cheese', 'tomato', 'onion', 'cucumber']",https://hebbarskitchen.com/wp-content/uploads/2023/09/Chilli-Cheese-Sandwich-Recipe-2-Ways-Toast-Grill-Street-Style-2-200x300.jpeg,HebbarsKitchen
36,Roti Wrap Recipe | Leftover Chapati Wrap Recipe,https://hebbarskitchen.com/roti-wrap-recipe-leftover-chapati-wrap/,,"['leftover roti', 'tomato sauce', 'onion', 'paneer', 'tomato', 'cucumber', 'capsicum', 'cheese', 'pepper', 'salt', 'butter, for toasting', 'leftover roti', 'cheese', 'tomato', 'cucumber', 'carrot', 'capsicum', 'onion', 'tomato sauce', 'cheese', 'butter, for toasting']",https://hebbarskitchen.com/wp-content/uploads/2023/06/Roti-Wrap-Recipe-2-Ways-Leftover-Chapati-Wrap-1-200x300.jpeg,HebbarsKitchen
37,Hung Curd Sandwich | Dahi Sandwich - 3 Ways | Yogurt Sandwich,https://hebbarskitchen.com/curd-sandwich-recipe-yogurt-sandwich-recipe-kids-lunch-box-recipe/,,"['2 cup curd', '2 tbsp mayonnaise, eggless', '¼ tsp pepper powder', '¼ tsp chilli flakes', '½ tsp mixed herbs', '½ tsp salt', '2 tbsp onion, chopped', '2 tbsp carrot, grated', '2 tbsp capsicum, chopped', '2 tbsp sweet corn, boiled', '2 tbsp cabbage, chopped', '2 tbsp coriander, chopped', 'bread, white or brown']",https://hebbarskitchen.com/wp-content/uploads/2023/02/Hung-Curd-Sandwich-Recipe-Dahi-Sandwich-Recipe-3-Ways-2-200x300.jpeg,HebbarsKitchen
38,Chilli Cheese Toast Sandwich Recipe - 2 Ways Street Style,https://hebbarskitchen.com/chilli-cheese-toast-recipe-tawa/,,"['¼ cup mayonnaise, eggless', '2 tbsp tomato sauce', '½ tsp chilli flakes', '½ tsp mixed herbs', '2 tbsp onion, chopped', '2 tbsp capsicum, chopped', '2 tbsp tomato, chopped', '2 tbsp sweet corn', '½ cup paneer, cubed', '2 chilli, chopped', '½ tsp salt', '½ tsp chilli powder', 'bread, white or brown', 'green chutney', 'butter', 'cheese slice']",,HebbarsKitchen
39,Aloo Sandwich Recipe | Potato Masala Sandwich,https://hebbarskitchen.com/aloo-sandwich-recipe-potato-sandwich/,,"['2 tbsp oil', '1 tsp mustard', '½ tsp cumin', 'pinch hing', 'few curry leaves', '½ onion, finely chopped', '1 inch ginger, finely chopped', '¼ tsp turmeric', '½ tsp chilli powder', '½ tsp cumin powder', '½ tsp garam masala', '2 tbsp peas', '3 potato, boiled and mashed', '½ tsp pepper powder', '½ tsp salt', '2 tbsp coriander, finely chopped', '2 tsp lemon juice', 'bread', 'green chutney', 'butter', 'tomato sauce']",https://hebbarskitchen.com/wp-content/uploads/2023/01/Aloo-Sandwich-Recipe-Potato-Sandwich-Aloo-Masala-Sandwich-2-200x300.jpeg,HebbarsKitchen
40,Besan Toast | Besan Bread Toast in Tawa - Just 10 Mins,https://hebbarskitchen.com/besan-toast-recipe-besan-bread-toast/,,"['1 cup besan / gram flour', '¼ tsp turmeric', '¼ tsp chilli powder', '¼ tsp cumin powder', '¼ tsp chaat masala', '¼ tsp pepper powder', '½ tsp salt', '¾ cup water', '½ onion, chopped', '½ tomato, chopped', '½ carrot, grated', '2 tbsp coriander, chopped', '1 chilli, finely chopped', 'bread', 'butter, for toasting']",https://hebbarskitchen.com/wp-content/uploads/2024/01/Besan-Toast-Recipe-Besan-Bread-Toast-Bread-Besan-Toast-1-200x300.jpeg,HebbarsKitchen
41,Soya Biryani Recipe | Meal Maker Biryani,https://hebbarskitchen.com/soya-biryani-recipe-soya-chunks-biryani/,,"['4 cup water', '1 tsp salt', '1 cup soya chunks, nano sized', '¾ cup curd', '¼ tsp turmeric', '½ tsp chilli powder', '2 tbsp biryani masala', '1 tsp ginger garlic paste', '½ tsp salt', '2 tsp oil', '1 potato, cubed', '1 carrot, chopped', '2 tbsp peas', '10 beans', '10 mushroom, chopped', 'boiled soya', '2 tbsp coriander, chopped', '2 tbsp mint, chopped', '2 tbsp ghee', '2 tbsp oil', '1 tsp cumin', '1 onion, sliced', '½ capsicum, cubed', '1 cup basmati rice, soaked 20 minutes', '2 tbsp coriander, chopped', '2 tbsp mint, chopped', '2 chilli, chopped', '2 tbsp fried onion', '½ tsp salt', '1 tsp biryani masala', '1½ cup water']",https://hebbarskitchen.com/wp-content/uploads/2024/05/Soya-Biryani-Recipe-Soya-Chunks-Biryani-Recipe-Meal-Maker-Biryani-1-200x300.jpeg,HebbarsKitchen
42,Mushroom Biriyani Recipe | Kalan Dum Veg Biryani,https://hebbarskitchen.com/mushroom-biriyani-recipe-kalan-biriyani/,,"['2 tbsp ghee', '2 tbsp oil', '1 tsp cumin', '1 bay leaf', '1 star anise', '1 javetri', '½ tsp pepper', '4 pods cardamom', '1 onion, sliced', '2 chilli, slit', '4 clove garlic, crushed', '1 tsp ginger paste', '200 grams mushroom, chopped', '1 tomato, chopped', '3 tbsp peas', '4 tbsp mint, chopped', '4 tbsp coriander, chopped', '½ tsp turmeric', '½ tsp chilli powder', '2 tsp biryani masala', '¾ tbsp salt', '¼ cup curd', '2 cup basmati rice, soaked 30 minutes', '2 tbsp fried onion', '2 tbsp mint, chopped', '2 tbsp coriander, chopped', '2 tbsp kesar milk', '4 cup water, hot', '1 tsp ghee', '2 tsp lemon juice']",https://hebbarskitchen.com/wp-content/uploads/2024/04/Mushroom-Biriyani-Recipe-Mushroom-Dum-Biriyani-Kalan-Biryani-14-200x300.jpeg,HebbarsKitchen
43,veg dum biryani | hyderabadi veg biryani recipe | hyderabadi biryani,https://hebbarskitchen.com/hyderabadi-veg-biryani-veg-dum-biryani/,,"['1 cup curd', '2 tbsp ginger garlic paste', '2 chilli, chopped', '2 tsp lemon juice', '2 tsp oil', '½ tsp turmeric', '1 tsp chilli powder', '1 tsp coriander powder', '2 tbsp garam masala', '1 tsp salt', '2 potato, cubed', '5 beans, chopped', '1 carrot, chopped', '3 tbsp peas', '10 mushroom, chopped', '3 tbsp mint, chopped', '3 tbsp coriander, chopped', '2 cup basmati rice', 'water, for soaking & boiling', 'spices', '3 chilli, slit', '2 tbsp coriander, chopped', '2 tbsp mint, chopped', '2 tbsp salt', '2 tsp lemon juice', '1 tsp ghee', '2 tbsp ghee', '2 tbsp oil', '1 onion, sliced', '1 capsicum, cubed', 'fried onion', '½ cup saffron milk', '1 tsp biryani masala', '2 tsp ghee']",https://hebbarskitchen.com/wp-content/uploads/2023/10/Veg-Dum-Biryani-Hyderabadi-Veg-Biryani-Recipe-Hyderabadi-Biryani-1-200x300.jpeg,HebbarsKitchen
